CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
7642,11,38,1-11-2017-038-03,3,2,281,463,190,1850,160,91,93,999,4,2,9,9,0,0,2849.41052148348000000000,8,2
7750,11,39,1-11-2017-039-04,4,1,288,480,200,1752,162,96,97,999,6,3,2,9,0,0,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,2,277,481,182,1441,159,96,108,999,4,3,2,9,0,0,11665.02643297210000000000,8,2
7748,11,40,1-11-2017-040-02,2,1,254,451,171,1165,147,93,105,999,4,2,9,9,9,0,237.97610906699900000000,8,2
7748,11,40,1-11-2017-040-02,2,2,286,471,185,1823,158,90,95,999,4,2,9,9,9,0,237.97610906699900000000,8,2
7926,11,41,1-11-2017-041-02,2,1,281,478,188,1564,159,92,105,999,6,4,9,9,9,0,268.39318231611600000000,8,2
7927,11,42,1-11-2017-042-03,3,1,302,523,200,2652,170,99,123,999,6,4,9,9,9,0,4196.66461204708000000000,8,2
7978,11,43,1-11-2017-043-07,7,1,262,452,182,1604,156,89,101,999,4,2,9,9,0,0,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,2,269,457,179,1296,152,94,94,999,4,2,9,9,0,0,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,3,270,449,180,1377,155,96,83,999,4,2,9,9,9,0,5823.90726220291000000000,8,2
8051,11,44,1-11-2017-044-04,4,1,281,486,186,1463,159,97,109,999,4,2,9,9,9,0,6382.40317365601000000000,8,2
8051,11,44,1-11-2017-044-04,4,2,273,447,174,1470,148,74,100,999,6,3,9,9,9,0,6382.40317365601000000000,8,2
8052,11,45,1-11-2017-045-07,7,1,262,452,182,1604,156,89,100,999,4,2,9,9,9,0,8137.93844652685000000000,8,2
8052,11,45,1-11-2017-045-07,7,2,288,480,200,1779,162,96,97,999,6,3,9,9,9,0,8137.93844652685000000000,8,2
8100,11,46,1-11-2017-046-02,2,1,261,463,170,1370,146,96,106,999,4,2,9,9,9,0,256.64109034170400000000,8,2
8100,11,46,1-11-2017-046-02,2,2,262,441,180,1530,152,96,83,165,4,2,2,4,0,0,256.64109034170400000000,8,2
8188,11,47,1-11-2017-047-02,2,2,290,501,196,2119,167,100,111,163,6,4,2,1,0,0,119.39762715992700000000,8,2
8201,11,49,1-11-2017-049-03,3,1,274,487,185,1620,158,99,114,999,4,3,2,1,0,0,718.14644365892900000000,8,2
8201,11,49,1-11-2017-049-03,3,2,280,487,184,1436,155,91,114,999,5,3,9,1,0,0,718.14644365892900000000,8,2
8243,11,50,1-11-2017-050-06,6,1,308,514,195,2039,165,97,111,178,6,4,2,1,0,0,6809.55000197747000000000,8,2
8243,11,50,1-11-2017-050-06,6,2,265,422,182,1735,153,75,82,999,6,4,9,9,0,0,6809.55000197747000000000,8,2
8339,11,51,1-11-2017-051-03,3,1,249,410,174,1361,151,77,85,163,4,2,9,9,0,0,1540.97904907861000000000,8,2
8339,11,51,1-11-2017-051-03,3,2,284,488,186,1554,160,94,110,148,4,2,2,1,0,0,1540.97904907861000000000,8,2
8347,11,53,1-11-2017-053-05,5,1,338,556,203,2155,172,100,117,999,6,4,9,9,0,0,215.76360545375000000000,8,2
8347,11,53,1-11-2017-053-05,5,2,284,492,179,1641,156,95,113,144,6,4,2,1,0,0,215.76360545375000000000,8,2
8402,11,54,1-11-2017-054-09,9,1,285,474,175,1536,150,83,106,147,6,4,2,4,0,0,11639.62060784460000000000,8,2
8471,11,55,1-11-2017-055-09,9,1,275,453,165,1410,142,78,100,999,6,4,9,3,9,0,12809.28278492300000000000,8,2
8472,11,56,1-11-2017-056-02,2,1,279,482,193,2180,161,91,112,161,6,4,2,2,0,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,2,284,476,176,1374,148,85,108,161,4,3,1,2,0,0,182.45859960946600000000,8,2
8535,11,57,1-11-2017-057-02,2,1,264,441,181,1517,151,89,90,999,4,2,9,1,0,0,606.20652262610400000000,8,2
8671,11,58,1-11-2017-058-03,3,1,280,482,183,1475,160,94,108,152,4,2,2,1,0,0,2705.76245215757000000000,8,2
8671,11,58,1-11-2017-058-03,3,2,319,515,176,1502,148,85,111,999,6,3,9,2,9,0,2705.76245215757000000000,8,2
8672,11,59,1-11-2017-059-07,7,1,272,468,172,1816,142,90,105,999,6,4,9,3,9,0,10815.32105872460000000000,8,2
8672,11,59,1-11-2017-059-07,7,2,275,473,182,1485,157,96,102,157,4,3,2,4,0,0,10815.32105872460000000000,8,2
8672,11,59,1-11-2017-059-07,7,3,357,573,203,2612,173,101,115,999,8,6,9,3,9,0,10815.32105872460000000000,8,2
8779,11,60,1-11-2017-060-03,3,1,270,464,178,1290,152,97,98,999,4,2,9,1,0,0,6747.68905404697000000000,8,2
8779,11,60,1-11-2017-060-03,3,2,282,475,190,1853,165,96,98,150,6,4,2,1,0,0,6747.68905404697000000000,8,2
8838,11,61,1-11-2017-061-02,2,2,263,441,176,1480,152,88,89,150,4,2,2,1,0,0,356.97106988378900000000,8,2
8839,11,62,1-11-2017-062-02,2,1,368,584,203,2081,172,96,120,999,6,3,9,3,0,0,356.97106988378900000000,8,2
8839,11,62,1-11-2017-062-02,2,2,330,553,207,2268,173,102,120,999,6,4,9,2,0,0,356.97106988378900000000,8,2
8990,11,63,1-11-2017-063-04,4,1,272,478,188,1701,159,93,113,999,6,4,9,2,9,0,16228.30907686420000000000,8,2
6110,12,1,1-12-2017-001-06,6,1,280,503,187,1585,156,112,112,160,6,4,2,1,0,0,831.84353437745300000000,9,2
6110,12,1,1-12-2017-001-06,6,2,296,505,201,2033,170,101,107,160,6,4,2,1,0,0,831.84353437745300000000,9,2
6185,12,2,1-12-2017-002-06,6,1,271,458,185,1735,156,93,94,150,6,3,2,1,0,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,2,320,523,182,9999,149,89,115,160,6,4,2,2,0,0,6809.55000197747000000000,9,2
6238,12,3,1-12-2017-003-04,4,1,365,565,202,2521,167,95,105,170,8,6,2,2,0,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,2,286,479,184,1778,159,96,97,160,4,2,2,1,0,0,2969.00932898461000000000,9,2
6242,12,4,1-12-2017-004-07,7,1,285,475,177,1680,152,82,110,160,6,3,2,2,0,0,3303.40692034561000000000,9,2
6307,12,5,1-12-2017-005-04,4,1,270,469,188,1690,164,93,106,160,4,2,2,1,0,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,2,262,444,178,1441,156,86,96,150,4,2,2,1,0,0,2341.23732557018000000000,9,2
6367,12,7,1-12-2017-007-04,4,1,270,464,178,1265,152,97,98,150,4,2,2,1,0,0,1021.86144489025000000000,9,2
6396,12,8,1-12-2017-008-03,3,1,290,501,196,1939,167,100,111,175,6,4,2,2,0,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,2,357,570,203,2333,173,102,111,999,8,6,2,3,0,0,1095.44977438854000000000,9,2
6438,12,9,1-12-2017-009-06,6,1,369,577,200,2158,172,95,113,160,8,5,2,2,0,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,2,270,449,175,1199,151,87,93,160,4,2,2,1,0,0,1810.24026052966000000000,9,2
6475,12,10,1-12-2017-010-02,2,1,274,487,185,1620,158,99,114,150,4,3,2,1,0,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,2,281,509,185,1613,158,110,120,150,6,4,2,1,0,0,564.82332510940000000000,9,2
6537,12,11,1-12-2017-011-01,1,1,264,440,182,1505,158,88,88,150,4,2,2,1,0,0,473.93014835835700000000,9,2
6580,12,12,1-12-2017-012-08,8,1,281,509,185,1630,157,110,120,140,6,4,2,1,0,0,1347.70857556865000000000,9,2
6671,12,13,1-12-2017-013-06,6,1,260,447,170,1235,148,90,98,140,4,2,2,1,0,0,1527.56309545422000000000,9,2
6734,12,15,1-12-2017-015-09,9,1,270,478,178,1416,151,98,110,150,4,2,2,1,0,0,3747.88353603989000000000,9,2
6747,12,16,1-12-2017-016-06,6,1,260,430,170,1235,149,91,80,150,4,2,2,1,0,0,1702.36586596526000000000,9,2
6777,12,17,1-12-2017-017-06,6,1,389,595,202,2639,171,101,105,180,8,7,2,3,0,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,2,379,595,202,2830,174,100,116,184,8,6,2,3,0,0,917.18174815223400000000,9,2
6816,12,18,1-12-2017-018-05,5,1,259,437,178,1227,153,93,84,140,4,2,2,1,0,0,628.83294075430700000000,9,2
6863,12,19,1-12-2017-019-08,8,1,398,611,200,2586,170,98,116,999,6,4,2,3,0,0,1502.31800595479000000000,9,2
6863,12,19,1-12-2017-019-08,8,2,272,473,179,1413,150,101,102,140,6,3,2,1,0,0,1502.31800595479000000000,9,2
6917,12,20,1-12-2017-020-06,6,1,365,570,203,2338,173,100,105,170,8,5,2,2,0,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,2,285,484,192,1700,162,92,107,150,6,4,2,2,0,0,1254.99773785581000000000,9,2
6948,12,21,1-12-2017-021-03,3,2,265,453,183,1340,153,89,99,150,4,2,2,1,0,0,1881.93111351030000000000,9,2
7005,12,23,1-12-2017-023-06,6,1,296,505,201,1975,169,101,107,166,6,4,2,1,0,0,527.92250471460800000000,9,2
7014,12,24,1-12-2017-024-06,6,1,357,576,202,2049,174,101,118,180,6,4,2,2,0,0,1919.29361022592000000000,9,2
7056,12,25,1-12-2017-025-03,3,1,306,521,202,2257,175,101,114,999,8,6,2,3,0,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,257,436,172,1126,151,81,98,130,4,2,2,1,0,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,337,545,200,2320,171,95,113,176,8,5,2,2,0,0,7140.91132777394000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,343,547,202,2214,169,88,116,999,8,6,2,2,0,0,3396.44710962869000000000,9,2
7139,12,27,1-12-2017-027-01,1,1,365,571,202,1980,166,101,105,180,8,5,2,2,0,0,473.93014835835700000000,9,2
7171,12,28,1-12-2017-028-03,3,1,340,546,202,2159,166,101,105,174,8,5,2,2,0,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,365,570,203,2338,172,100,105,180,8,5,2,2,0,0,4470.95150360823000000000,9,2
7211,12,29,1-12-2017-029-09,9,1,330,557,200,2228,166,96,133,180,8,5,2,2,0,0,3832.45356653444000000000,9,2
7212,12,30,1-12-2017-030-07,7,1,271,446,175,1380,152,90,85,160,4,2,2,1,0,0,2259.18028942213000000000,9,2
7212,12,30,1-12-2017-030-07,7,2,288,480,200,1752,162,96,97,160,6,4,2,1,0,0,2259.18028942213000000000,9,2
7259,12,31,1-12-2017-031-02,2,1,300,515,201,2067,172,94,120,180,6,4,2,1,0,0,655.80624481642800000000,9,2
7259,12,31,1-12-2017-031-02,2,2,285,508,187,1618,158,108,116,150,6,4,2,2,0,0,655.80624481642800000000,9,2
7316,12,32,1-12-2017-032-03,3,1,270,463,176,1300,153,91,102,140,4,2,2,1,0,0,631.78882147421700000000,9,2
7317,12,33,1-12-2017-033-07,7,1,308,514,195,2096,164,95,111,160,6,4,2,1,0,0,3256.77527939067000000000,9,2
7455,12,34,1-12-2017-034-04,4,1,272,478,188,1701,159,93,113,156,8,5,1,2,0,0,3990.87077387485000000000,9,2
7455,12,34,1-12-2017-034-04,4,2,291,539,198,1722,163,108,139,170,8,5,2,2,0,0,3990.87077387485000000000,9,2
7456,12,35,1-12-2017-035-04,4,1,390,598,203,2918,173,100,108,200,8,7,2,3,0,1,3990.87077387485000000000,9,2
7546,12,36,1-12-2017-036-07,7,1,270,468,189,1868,162,95,104,160,4,2,2,1,0,0,4239.64448800503000000000,9,2
7546,12,36,1-12-2017-036-07,7,2,269,449,184,1872,154,75,106,160,6,4,2,1,0,0,4239.64448800503000000000,9,2
7586,12,38,1-12-2017-038-04,4,1,272,484,176,1384,151,101,112,140,6,3,2,1,0,0,890.33745427701100000000,9,2
7586,12,38,1-12-2017-038-04,4,2,278,482,180,1429,154,96,110,140,4,3,2,1,0,0,890.33745427701100000000,9,2
7586,12,38,1-12-2017-038-04,4,3,287,504,200,2067,170,98,119,160,6,4,2,1,0,0,890.33745427701100000000,9,2
7618,12,39,1-12-2017-039-07,7,1,260,454,176,1279,150,94,100,150,4,2,2,1,0,0,990.61558318088500000000,9,2
7674,12,40,1-12-2017-040-05,5,1,286,479,184,1706,158,96,97,150,4,2,2,1,0,0,628.83294075430700000000,9,2
7674,12,40,1-12-2017-040-05,5,2,280,480,188,2150,157,90,110,150,8,5,2,1,0,0,628.83294075430700000000,9,2
7713,12,41,1-12-2017-041-03,3,1,282,475,190,2004,163,96,98,160,6,4,2,4,0,0,461.69698135238800000000,9,2
7713,12,41,1-12-2017-041-03,3,2,302,513,201,2233,170,100,112,186,6,4,2,1,0,0,461.69698135238800000000,9,2
7709,12,42,1-12-2017-042-04,4,1,266,460,185,1555,157,94,100,170,4,3,2,1,0,0,2139.05710310235000000000,9,2
7764,12,43,1-12-2017-043-03,3,1,257,465,186,1492,154,104,105,150,6,4,2,2,0,0,838.43731407849400000000,9,2
7764,12,43,1-12-2017-043-03,3,2,270,457,180,1275,154,88,97,160,4,2,2,1,0,0,838.43731407849400000000,9,2
7832,12,45,1-12-2017-045-09,9,1,365,565,202,1986,167,95,105,170,8,5,2,3,0,1,3838.87221500274000000000,9,2
7868,12,46,1-12-2017-046-03,3,1,286,478,184,1706,158,95,97,160,4,2,2,1,0,0,438.99723933472900000000,9,2
7868,12,46,1-12-2017-046-03,3,2,286,479,184,1713,158,96,97,999,4,2,2,1,0,0,438.99723933472900000000,9,2
7874,12,47,1-12-2017-047-09,9,1,272,481,180,1435,157,94,115,160,4,2,2,1,0,0,2454.35239269099000000000,9,2
7948,12,48,1-12-2017-048-03,3,1,295,440,188,1940,156,68,78,170,6,4,2,3,0,0,896.22568943129300000000,9,2
7948,12,48,1-12-2017-048-03,3,2,306,521,202,2049,175,101,114,170,6,4,2,2,0,0,896.22568943129300000000,9,2
7949,12,49,1-12-2017-049-03,3,1,272,457,186,1930,158,84,102,170,6,4,2,1,0,0,896.22568943129300000000,9,2
7949,12,49,1-12-2017-049-03,3,2,295,502,192,1852,161,95,112,166,8,6,2,2,0,0,896.22568943129300000000,9,2
8002,12,51,1-12-2017-051-10,10,1,320,526,174,1702,152,86,120,150,6,4,2,2,0,0,1132.14903654290000000000,9,2
8002,12,51,1-12-2017-051-10,10,2,289,492,187,2100,155,94,108,168,6,4,2,2,0,0,1132.14903654290000000000,9,2
8065,12,52,1-12-2017-052-03,3,1,300,511,192,1980,168,100,113,170,6,4,2,1,0,0,798.33956135558200000000,9,2
8065,12,52,1-12-2017-052-03,3,2,270,462,186,1669,157,100,93,162,6,3,2,1,0,0,798.33956135558200000000,9,2
8066,12,53,1-12-2017-053-06,6,1,277,487,184,1614,158,105,104,150,4,2,2,1,0,0,1216.52299057212000000000,9,2
8066,12,53,1-12-2017-053-06,6,2,334,540,195,1744,999,92,115,180,8,5,1,2,0,0,1216.52299057212000000000,9,2
8118,12,54,1-12-2017-054-07,7,1,270,469,188,1569,163,93,106,160,6,2,2,1,0,0,8658.60604270848000000000,9,2
8118,12,54,1-12-2017-054-07,7,2,280,493,185,1523,157,100,114,150,4,2,2,1,0,0,8658.60604270848000000000,9,2
8193,12,55,1-12-2017-055-05,5,1,286,471,185,1748,157,90,95,154,4,2,2,1,0,0,385.57133132396900000000,9,2
8193,12,55,1-12-2017-055-05,5,2,269,450,191,1948,158,86,95,160,6,4,2,3,0,0,385.57133132396900000000,9,2
8194,12,56,1-12-2017-056-04,4,1,305,505,191,2047,162,92,108,160,6,4,2,4,0,0,6880.05579409105000000000,9,2
8259,12,58,1-12-2017-058-04,4,1,280,493,185,1468,157,100,114,160,4,2,2,1,0,0,3542.25540128003000000000,9,2
8259,12,58,1-12-2017-058-04,4,2,270,463,188,1244,155,89,104,144,4,2,2,1,0,0,3542.25540128003000000000,9,2
8337,12,59,1-12-2017-059-04,4,1,300,518,189,1888,159,105,113,160,8,6,2,2,0,1,3838.87370925107000000000,9,2
8338,12,60,1-12-2017-060-04,4,1,272,477,188,1565,158,94,112,160,8,5,1,2,0,0,3838.87370925107000000000,9,2
8338,12,60,1-12-2017-060-04,4,2,278,487,183,1524,158,97,112,999,4,3,2,1,0,0,3838.87370925107000000000,9,2
8435,12,62,1-12-2017-062-03,3,1,270,457,179,1275,156,88,99,140,4,2,2,1,0,0,441.84896571885700000000,9,2
8469,12,63,1-12-2017-063-03,3,1,262,456,182,1586,158,92,102,999,4,2,2,4,0,0,597.19614055370900000000,9,2
8469,12,63,1-12-2017-063-03,3,2,365,573,203,2301,173,100,108,180,8,5,2,2,0,0,597.19614055370900000000,9,2
8470,12,64,1-12-2017-064-07,7,1,302,525,200,2633,170,100,123,180,8,5,2,2,0,0,3078.45527080477000000000,9,2
8470,12,64,1-12-2017-064-07,7,2,348,564,203,2657,174,95,119,184,8,7,2,2,0,0,3078.45527080477000000000,9,2
8556,12,65,1-12-2017-065-03,3,1,281,509,185,1630,157,110,120,150,6,4,2,1,0,0,1316.99171800419000000000,9,2
8556,12,65,1-12-2017-065-03,3,2,357,574,201,2225,172,102,116,160,8,6,2,2,0,0,1316.99171800419000000000,9,2
8617,12,66,1-12-2017-066-04,4,1,279,489,190,2020,163,108,102,150,6,4,2,4,0,0,952.92853576381300000000,9,2
8618,12,67,1-12-2017-067-04,4,1,275,490,181,1575,159,105,110,144,4,2,2,1,0,0,952.92853576381300000000,9,2
8679,12,69,1-12-2017-069-03,3,1,295,502,192,1891,161,95,112,166,8,6,2,2,0,0,1450.54178421601000000000,9,2
8774,12,70,1-12-2017-070-01,1,1,267,449,172,1490,149,79,105,156,6,3,2,1,0,0,473.93014835835700000000,9,2
8792,12,71,1-12-2017-071-02,2,1,285,487,185,1558,159,94,110,154,4,2,2,4,0,0,595.88224788933300000000,9,2
8895,12,72,1-12-2017-072-03,3,1,245,378,167,930,142,74,60,140,4,1,2,1,0,0,1416.44009618599000000000,9,2
8895,12,72,1-12-2017-072-03,3,2,379,595,202,3005,174,100,116,170,6,7,2,3,0,0,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,1,270,463,188,1244,155,89,104,150,4,2,2,1,0,0,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,2,304,508,193,2262,162,86,118,172,6,4,2,2,0,0,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,3,282,468,193,1993,166,92,94,170,6,4,2,1,0,0,1416.44009618599000000000,9,2
8939,12,74,1-12-2017-074-06,6,1,284,484,178,1631,149,89,112,140,6,4,2,2,0,0,419.20923822946600000000,9,2
8939,12,74,1-12-2017-074-06,6,2,319,512,176,1633,148,85,108,144,6,4,1,2,0,0,419.20923822946600000000,9,2
9045,12,75,1-12-2017-075-04,4,1,357,574,201,2336,172,102,116,164,8,6,2,3,0,0,1851.81367077250000000000,9,2
9045,12,75,1-12-2017-075-04,4,2,286,471,185,1748,157,90,95,160,4,2,2,1,0,0,1851.81367077250000000000,9,2
6050,13,1,1-13-2017-001-04,4,1,291,502,183,1880,157,87,124,164,8,6,2,2,0,0,2302.56589082077000000000,7,2
6050,13,1,1-13-2017-001-04,4,2,284,488,186,1554,160,94,110,999,4,2,2,1,0,0,2302.56589082077000000000,7,2
6050,13,1,1-13-2017-001-04,4,3,274,477,189,1970,163,99,104,158,6,3,2,9,0,0,2302.56589082077000000000,7,2
6121,13,2,1-13-2017-002-03,3,1,262,440,170,1027,999,81,97,144,4,2,9,9,9,0,721.07648595279900000000,7,2
6121,13,2,1-13-2017-002-03,3,2,270,463,176,1306,153,91,102,154,4,2,2,1,0,0,721.07648595279900000000,7,2
6122,13,3,1-13-2017-003-09,9,1,359,558,195,1817,999,92,107,184,6,4,2,2,0,0,4149.72387133394000000000,7,2
6122,13,3,1-13-2017-003-09,9,2,286,510,189,1662,163,102,122,999,6,3,2,1,0,0,4149.72387133394000000000,7,2
6179,13,4,1-13-2017-004-03,3,1,400,619,202,2713,171,101,118,999,8,6,9,9,9,0,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,2,286,479,184,1782,158,96,97,166,4,2,2,4,0,0,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,3,280,482,183,1475,160,94,108,160,4,2,2,1,0,0,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,4,269,461,184,1800,151,82,111,999,6,4,9,9,9,0,1311.02538454043000000000,7,2
6180,13,5,1-13-2017-005-03,3,1,258,458,178,1746,149,89,111,999,6,4,9,9,0,0,1311.02538453678000000000,7,2
6180,13,5,1-13-2017-005-03,3,2,245,378,167,930,143,74,59,138,4,1,2,1,0,0,1311.02538453678000000000,7,2
6251,13,6,1-13-2017-006-03,3,1,278,486,185,1496,158,96,112,156,4,2,2,1,0,0,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,2,292,485,198,2489,169,87,106,999,6,3,9,9,9,0,803.97047188463400000000,7,2
6252,13,7,1-13-2017-007-02,2,2,274,487,185,1539,157,99,114,162,4,2,2,1,0,0,62.50188682578690000000,7,2
6253,13,8,1-13-2017-008-01,1,1,272,481,179,1485,155,101,110,999,6,3,2,1,0,0,188.95571273465500000000,7,2
6315,13,9,1-13-2017-009-04,4,1,278,486,182,1624,157,97,111,999,6,4,2,1,0,0,4954.12389489274000000000,7,2
6315,13,9,1-13-2017-009-04,4,2,277,486,183,1416,158,97,112,170,4,3,2,1,0,0,4954.12389489274000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,295,513,197,2388,171,100,118,180,8,5,2,2,0,0,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,272,482,184,1520,155,98,112,156,4,2,2,1,0,0,333.15253105404000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,262,429,171,1395,148,84,84,162,4,2,2,1,0,0,1502.31800595479000000000,7,2
6408,13,12,1-13-2017-012-03,3,1,284,487,185,1664,159,94,109,999,4,2,9,9,9,0,1539.21955305570000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,286,501,200,2067,170,96,119,156,4,2,2,1,0,0,1539.21955305570000000000,7,2
6409,13,13,1-13-2017-013-05,5,1,277,481,182,1523,157,96,108,144,4,3,2,1,0,0,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,2,262,456,182,1531,158,92,102,999,4,2,9,9,0,0,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,281,509,185,1658,157,110,118,148,6,4,2,1,0,0,262.30835201285800000000,7,2
6444,13,14,1-13-2017-014-02,2,1,351,550,202,2268,174,87,112,188,8,5,2,2,0,1,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,356,574,201,2258,174,102,116,180,8,6,2,2,0,0,138.18107266463300000000,7,2
6445,13,15,1-13-2017-015-03,3,1,281,462,181,1524,156,78,103,164,4,2,2,2,0,0,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,2,258,429,174,1480,150,88,83,999,4,2,9,9,9,0,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,3,278,481,182,1500,158,96,107,999,4,3,2,1,0,0,1777.44237550816000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,271,468,183,1471,158,98,99,140,4,2,2,1,0,0,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,280,493,185,1523,157,100,113,160,4,2,2,1,0,0,2740.02107410605000000000,7,2
6513,13,18,1-13-2017-018-03,3,1,288,509,194,1959,165,108,113,999,6,4,9,9,9,0,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,270,453,178,1265,155,87,97,140,4,2,2,1,0,0,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,3,365,551,202,2151,166,95,105,999,8,5,9,9,9,0,783.98946810617300000000,7,2
6540,13,19,1-13-2017-019-04,4,1,270,463,184,1546,160,93,100,999,4,3,2,4,0,0,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,2,273,460,170,1728,143,82,105,999,6,3,9,9,9,0,12110.59043255430000000000,7,2
6590,13,20,1-13-2017-020-02,2,1,282,474,193,2008,166,97,95,999,6,3,9,9,9,0,154.19440424693100000000,7,2
6590,13,20,1-13-2017-020-02,2,2,270,464,178,1265,152,97,97,156,4,2,2,1,0,0,154.19440424693100000000,7,2
6591,13,21,1-13-2017-021-02,2,1,257,436,172,1167,150,81,98,152,4,2,2,1,0,0,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,274,487,185,1620,157,99,114,168,4,3,2,1,0,0,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,278,486,185,1496,158,96,112,168,4,2,2,1,0,0,154.19440424639500000000,7,2
6645,13,22,1-13-2017-022-06,6,1,275,485,183,1539,156,99,111,156,4,2,2,1,0,0,2455.12215097887000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,287,501,200,2067,170,96,119,164,4,2,2,3,0,0,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,260,454,176,1279,150,94,100,140,4,2,2,1,0,0,1265.85023364405000000000,7,2
6682,13,24,1-13-2017-024-03,3,1,289,481,183,1984,155,82,112,154,8,5,2,2,0,0,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,280,484,183,1468,159,97,108,999,4,2,2,1,0,0,1287.69584822980000000000,7,2
6683,13,25,1-13-2017-025-04,4,1,264,441,175,1408,151,88,89,999,4,2,2,1,0,0,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,2,270,464,178,1265,152,97,97,144,4,2,2,1,0,0,4500.46066267450000000000,7,2
6683,13,25,1-13-2017-025-04,4,3,282,483,191,1907,162,104,97,999,6,4,9,9,9,0,4500.46066267450000000000,7,2
6722,13,26,1-13-2017-026-05,5,1,280,494,185,1621,157,100,114,145,6,4,2,1,0,0,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,2,370,581,203,2375,171,90,121,173,6,4,9,2,0,0,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,3,242,399,181,1297,155,76,81,160,4,2,1,2,0,0,236.36125573012700000000,7,2
6723,13,27,1-13-2017-027-08,8,1,295,505,200,2506,166,93,115,170,8,5,2,3,0,1,1145.11784943843000000000,7,2
6757,13,28,1-13-2017-028-04,4,1,368,581,200,2574,170,98,115,999,8,5,9,9,9,0,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,333,562,200,2633,169,100,129,166,8,5,2,3,0,0,4712.18190865343000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,260,443,181,1539,157,93,90,156,4,2,2,1,0,0,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,2,290,538,199,1900,162,108,140,152,8,5,2,2,0,0,2614.98469636895000000000,7,2
6787,13,30,1-13-2017-030-02,2,1,289,492,187,2013,155,94,108,166,6,4,2,2,0,0,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,278,487,183,1420,158,97,112,164,4,3,2,1,0,0,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,278,484,180,1526,153,97,109,168,6,4,2,1,0,0,91.07054217554070000000,7,2
