CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
6568,29,10,1-29-2017-010-04,4,1,270,464,178,1290,152,97,98,148,4,2,2,1,0,0,1735.62976673693000000000,2,2
6630,29,11,1-29-2017-011-05,5,1,260,454,176,1255,152,94,100,161,4,2,2,1,0,0,152.52259181832800000000,2,2
6630,29,11,1-29-2017-011-05,5,2,270,453,185,1973,156,78,105,164,6,4,2,3,0,1,152.52259181832800000000,2,2
6676,29,12,1-29-2017-012-04,4,1,353,561,202,1961,165,100,110,178,8,5,2,3,0,0,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,266,456,185,1600,156,90,100,999,4,3,2,4,0,0,3138.18315640294000000000,2,2
6713,29,13,1-29-2017-013-03,3,1,270,453,178,1265,156,87,97,148,4,2,2,1,0,0,447.53324415971900000000,2,2
6713,29,13,1-29-2017-013-03,3,2,273,480,183,1476,155,98,110,999,4,2,2,1,0,0,447.53324415971900000000,2,2
6748,29,14,1-29-2017-014-03,3,1,270,458,180,1284,156,93,96,152,4,2,2,1,0,0,860.19338867189000000000,2,2
6805,29,15,1-29-2017-015-04,4,1,264,441,181,1473,152,89,90,162,4,2,2,3,0,0,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,2,265,451,178,1246,153,88,99,162,4,2,2,1,0,0,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,3,272,454,173,1585,148,75,107,148,6,3,2,2,0,0,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,4,254,428,181,1353,156,88,86,999,5,3,2,1,0,0,1180.76502650807000000000,2,2
6824,29,16,1-29-2017-016-03,3,1,274,481,184,1585,157,101,106,999,6,3,2,1,0,0,1318.37167531291000000000,2,2
6824,29,16,1-29-2017-016-03,3,2,270,463,176,1293,153,91,102,142,4,2,2,1,0,0,1318.37167531291000000000,2,2
6865,29,17,1-29-2017-017-02,2,2,270,455,184,1553,158,94,91,162,4,3,2,4,0,0,81.43047605260140000000,2,2
6901,29,18,1-29-2017-018-06,6,1,261,445,172,1225,148,90,95,130,4,2,2,1,0,0,704.91614497257400000000,2,2
6952,29,19,1-29-2017-019-09,9,1,280,486,179,1447,154,96,111,152,4,2,2,1,0,0,1897.18891735628000000000,2,2
6986,29,20,1-29-2017-020-03,3,1,270,463,176,1293,153,91,102,150,4,2,2,1,0,0,621.03092661334800000000,2,2
6986,29,20,1-29-2017-020-03,3,2,277,481,182,1441,158,96,108,148,4,3,2,1,0,0,621.03092661334800000000,2,2
7029,29,21,1-29-2017-021-04,4,1,276,453,182,1485,150,77,100,999,6,3,2,2,0,0,3569.18341899576000000000,2,2
7029,29,21,1-29-2017-021-04,4,2,262,452,175,1230,150,96,94,160,4,2,2,1,0,0,3569.18341899576000000000,2,2
7226,29,22,1-29-2017-022-04,4,1,270,463,176,1293,153,91,102,152,4,2,2,1,0,0,1716.91189081206000000000,2,2
7226,29,22,1-29-2017-022-04,4,2,265,422,182,1834,153,75,82,999,6,4,2,3,9,0,1716.91189081206000000000,2,2
7377,29,23,1-29-2017-023-04,4,1,278,486,185,1496,158,96,112,158,4,2,2,1,0,0,1810.79011176529000000000,2,2
7377,29,23,1-29-2017-023-04,4,2,278,482,180,1526,154,96,110,144,4,3,2,1,0,0,1810.79011176529000000000,2,2
7775,29,24,1-29-2017-024-10,10,1,261,445,172,1225,147,90,95,144,4,2,2,1,0,0,20830.73511251550000000000,2,2
7775,29,24,1-29-2017-024-10,10,2,262,442,178,1530,154,86,94,146,4,2,2,4,0,0,20830.73511251550000000000,2,2
7942,29,25,1-29-2017-025-07,7,1,280,493,185,1468,158,100,114,148,4,2,2,1,0,0,5138.60114306228000000000,2,2
7942,29,25,1-29-2017-025-07,7,2,285,480,192,1957,158,90,105,162,6,4,2,4,0,0,5138.60114306228000000000,2,2
8254,29,26,1-29-2017-026-06,6,1,285,480,179,1507,154,102,94,156,6,4,2,1,0,0,856.28520130842600000000,2,2
8499,29,27,1-29-2017-027-03,3,1,261,450,172,1217,149,90,100,155,4,2,2,1,0,0,318.29321733133500000000,2,2
8499,29,27,1-29-2017-027-03,3,2,265,453,183,1340,154,89,99,166,4,2,2,1,0,0,318.29321733133500000000,2,2
8500,29,28,1-29-2017-028-06,6,1,270,453,178,1265,156,87,97,145,4,2,2,1,0,0,617.33110873997800000000,2,2
8575,29,29,1-29-2017-029-07,7,1,265,459,177,1660,150,94,101,150,4,2,2,4,0,0,1042.39649914025000000000,2,2
8575,29,29,1-29-2017-029-07,7,2,401,618,203,2632,174,95,120,165,8,5,2,2,0,0,1042.39649914025000000000,2,2
8584,29,30,1-29-2017-030-07,7,2,250,428,170,1080,145,85,93,156,4,2,2,1,0,0,1042.39649896721000000000,2,2
8621,29,31,1-29-2017-031-06,6,1,272,481,180,1455,156,94,115,166,4,2,2,1,0,0,532.35999242736800000000,2,2
8621,29,31,1-29-2017-031-06,6,2,284,492,179,1641,156,95,113,160,6,4,2,1,0,0,532.35999242736800000000,2,2
8622,29,32,1-29-2017-032-03,3,1,368,584,203,2028,172,96,120,176,8,5,2,3,0,0,274.48248154165000000000,2,2
8734,29,33,1-29-2017-033-09,9,1,333,533,182,2034,158,87,113,170,8,5,2,2,0,0,3138.23958322288000000000,2,2
8734,29,33,1-29-2017-033-09,9,2,258,457,184,1485,156,102,98,165,4,2,1,1,0,0,3138.23958322288000000000,2,2
8734,29,33,1-29-2017-033-09,9,3,270,468,189,1691,162,95,104,165,6,3,2,1,0,0,3138.23958322288000000000,2,2
8734,29,33,1-29-2017-033-09,9,4,280,484,183,1484,159,97,108,154,4,2,2,1,9,0,3138.23958322288000000000,2,2
8729,29,34,1-29-2017-034-04,4,1,265,465,178,1364,154,91,109,158,4,2,2,1,0,0,1723.79548918093000000000,2,2
8729,29,34,1-29-2017-034-04,4,2,266,479,178,1415,154,98,116,159,4,2,2,1,0,0,1723.79548918093000000000,2,2
8812,29,35,1-29-2017-035-03,3,1,278,465,180,1503,153,83,104,142,6,2,2,4,0,0,516.92891806514400000000,2,2
8812,29,35,1-29-2017-035-03,3,2,310,525,195,2043,170,96,120,999,6,4,2,1,0,0,516.92891806514400000000,2,2
8813,29,36,1-29-2017-036-10,10,1,268,454,180,1803,151,83,105,170,6,3,2,1,0,0,8578.82685204817000000000,2,2
8875,29,37,1-29-2017-037-03,3,1,276,453,184,1925,159,81,96,174,4,2,2,4,0,0,498.41774923419100000000,2,2
8875,29,37,1-29-2017-037-03,3,2,369,577,200,2478,171,95,113,190,8,5,2,3,0,0,498.41774923419100000000,2,2
8876,29,38,1-29-2017-038-08,8,1,249,410,174,1361,150,77,85,999,4,2,2,4,0,0,411.50862525764600000000,2,2
8876,29,38,1-29-2017-038-08,8,2,417,640,203,3017,172,97,126,999,8,7,9,3,9,0,411.50862525764600000000,2,2
8967,29,39,1-29-2017-039-04,4,1,266,456,185,1615,157,90,100,167,4,3,2,4,0,0,3382.05697688039000000000,2,2
8967,29,39,1-29-2017-039-04,4,2,262,456,182,1586,158,92,102,169,4,2,2,4,0,0,3382.05697688039000000000,2,2
8967,29,39,1-29-2017-039-04,4,3,279,482,193,2155,160,91,112,999,6,4,9,3,0,0,3382.05697688039000000000,2,2
9023,29,40,1-29-2017-040-09,9,1,247,442,170,1594,146,90,107,152,4,2,2,1,0,0,919.40372228632500000000,2,2
9096,29,41,1-29-2017-041-09,9,1,395,602,195,2061,161,92,115,999,8,5,9,2,9,0,102.78714565165300000000,2,2
6085,30,1,1-30-2017-001-03,3,1,272,481,180,1435,156,94,115,148,4,2,2,1,0,0,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,2,302,511,200,2142,170,98,111,189,6,4,2,1,0,0,73.23997354993520000000,10,2
6155,30,2,1-30-2017-002-05,5,1,269,457,179,1296,152,94,94,148,4,2,2,1,0,0,37.85228067525210000000,10,2
6157,30,3,1-30-2017-003-04,4,1,277,481,182,1441,159,96,108,163,4,3,2,1,0,0,776.87803144628500000000,10,2
6157,30,3,1-30-2017-003-04,4,2,338,542,200,2066,164,86,120,999,8,6,2,2,0,0,776.87803144628500000000,10,2
6217,30,4,1-30-2017-004-04,4,1,277,481,182,1441,159,96,108,156,4,3,2,1,0,0,759.79618390424800000000,10,2
6218,30,5,1-30-2017-005-07,7,1,262,444,169,1191,999,75,107,150,4,2,9,2,0,0,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,265,451,178,1246,153,88,98,148,4,2,2,1,0,0,889.34075775361100000000,10,2
6219,30,6,1-30-2017-006-04,4,1,280,484,183,1484,160,97,108,144,4,2,2,1,0,1,759.79618389696300000000,10,2
6274,30,7,1-30-2017-007-03,3,1,365,573,203,2293,174,100,108,180,8,5,2,2,0,0,195.27034061758200000000,10,2
6275,30,8,1-30-2017-008-02,2,1,270,463,176,1293,153,91,102,148,4,2,2,1,0,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,300,518,201,2390,168,96,122,178,8,5,2,2,0,0,17.14764722902850000000,10,2
6277,30,10,1-30-2017-010-03,3,1,269,454,184,1635,157,93,92,154,4,2,2,1,0,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,266,460,185,1625,157,94,100,164,4,3,2,3,0,0,195.27034061945700000000,10,2
6281,30,11,1-30-2017-011-02,2,1,269,450,180,1724,149,81,98,154,6,4,2,3,0,0,17.14764722902850000000,10,2
6281,30,11,1-30-2017-011-02,2,2,286,471,185,1748,157,90,95,999,4,2,9,9,9,0,17.14764722902850000000,10,2
6329,30,12,1-30-2017-012-05,5,1,280,493,185,1468,157,100,114,146,4,2,9,9,9,0,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,2,310,521,203,2581,173,89,122,182,8,6,2,4,0,0,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,3,286,479,184,1778,158,96,97,156,6,4,9,9,9,0,127.90797238797500000000,10,2
6331,30,13,1-30-2017-013-06,6,1,265,422,182,1735,152,75,82,999,6,3,9,9,0,0,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,260,437,177,1352,150,93,84,150,4,2,2,4,0,0,1455.71663814421000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,280,494,185,1621,157,100,114,144,6,4,2,1,0,0,2047.77206735431000000000,10,2
6368,30,14,1-30-2017-014-07,7,2,999,999,999,9999,999,999,999,999,8,7,9,9,9,0,2047.77206735431000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,257,414,180,1287,158,83,73,148,4,2,2,1,0,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,289,481,183,1970,155,82,112,168,6,4,2,2,0,0,1749.48622189022000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,281,523,188,1603,154,111,129,172,6,4,2,1,0,0,2649.49636731665000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,255,430,169,1050,148,82,93,999,4,2,1,1,0,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,262,444,170,1163,147,89,93,140,4,2,2,1,0,0,1668.60546069685000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,262,444,172,1163,147,82,100,142,4,2,2,1,0,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,356,574,201,2404,174,102,116,180,8,6,2,3,0,0,2879.14494966816000000000,10,2
6466,30,20,1-30-2017-020-03,3,1,319,515,176,1497,148,85,111,999,6,3,9,9,9,0,703.26678363412500000000,10,2
6466,30,20,1-30-2017-020-03,3,2,255,411,179,1220,156,84,73,164,4,2,2,1,0,0,703.26678363412500000000,10,2
6515,30,21,1-30-2017-021-06,6,1,302,513,199,1996,167,99,115,164,6,4,2,1,0,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,269,465,180,1574,154,98,98,146,4,3,2,4,0,0,1771.20478471158000000000,10,2
6503,30,22,1-30-2017-022-02,2,1,398,611,200,2586,170,98,116,185,6,4,2,3,0,0,80.19480851121660000000,10,2
6552,30,23,1-30-2017-023-03,3,1,270,457,180,1275,999,999,999,999,4,2,9,9,0,0,810.32139696941700000000,10,2
6553,30,24,1-30-2017-024-06,6,1,280,484,183,1535,158,97,108,146,4,2,2,9,0,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,260,447,170,1235,147,90,98,135,4,2,2,1,0,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,3,268,460,180,1399,155,96,96,999,4,1,9,9,9,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,4,357,573,203,2612,173,101,115,999,8,6,9,9,9,0,1571.62194883339000000000,10,2
6604,30,25,1-30-2017-025-10,10,1,303,529,203,2619,173,100,126,999,8,5,9,9,9,0,13435.68844978320000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,283,481,180,1635,152,82,116,160,6,3,2,2,0,0,13435.68844978320000000000,10,2
6601,30,26,1-30-2017-026-07,7,1,262,444,181,1540,155,86,96,999,4,2,9,9,9,0,3363.52240114377000000000,10,2
6601,30,26,1-30-2017-026-07,7,2,269,454,184,1635,157,93,92,999,4,2,9,9,9,0,3363.52240114377000000000,10,2
6648,30,28,1-30-2017-028-08,8,1,291,539,198,1722,163,108,139,999,8,5,9,9,9,0,446.57739187959100000000,10,2
6653,30,29,1-30-2017-029-04,4,1,380,603,201,9999,999,999,999,999,6,7,9,9,9,0,1891.83661338230000000000,10,2
6653,30,29,1-30-2017-029-04,4,2,270,455,182,1515,156,93,92,999,4,2,2,9,9,0,1891.83661338230000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,257,414,180,1347,158,83,74,153,4,2,2,1,0,0,2817.27319638255000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,272,481,179,1375,155,101,110,152,4,2,2,1,0,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,285,481,181,1667,156,86,110,156,6,4,2,2,0,0,805.48346050976000000000,10,2
6733,30,34,1-30-2017-034-03,3,1,296,505,200,2258,166,94,115,999,8,5,9,9,9,0,852.23277090565400000000,10,2
6733,30,34,1-30-2017-034-03,3,2,287,487,185,1825,158,85,115,170,6,4,2,4,0,0,852.23277090565400000000,10,2
6759,30,35,1-30-2017-035-02,2,1,286,479,184,1706,158,96,97,150,4,2,2,1,0,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,274,487,185,1625,157,99,114,158,4,3,2,1,0,0,69.49097613050470000000,10,2
6768,30,36,1-30-2017-036-04,4,1,319,523,185,1970,157,79,123,999,6,4,9,9,9,0,2767.78589531975000000000,10,2
6768,30,36,1-30-2017-036-04,4,2,324,539,189,1775,160,93,121,999,6,4,9,9,9,0,2767.78589531975000000000,10,2
6800,30,37,1-30-2017-037-03,3,1,257,436,169,1096,999,999,999,146,4,2,2,1,0,0,783.86522065196300000000,10,2
6801,30,38,1-30-2017-038-06,6,1,261,445,172,1189,146,90,95,999,4,2,9,9,9,0,1520.31007734854000000000,10,2
6801,30,38,1-30-2017-038-06,6,2,273,483,183,1490,155,101,110,158,4,3,2,1,0,0,1520.31007734854000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,264,429,178,1295,156,88,77,154,4,2,2,1,0,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,281,503,184,1516,157,111,111,999,6,4,9,9,0,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,286,479,184,1706,158,96,97,156,4,2,2,1,0,0,1827.93791705103000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,299,518,200,2579,170,97,122,180,8,5,2,2,0,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,264,485,179,1390,150,101,120,144,4,2,2,1,0,0,3397.36491587046000000000,10,2
6879,30,41,1-30-2017-041-03,3,1,308,521,183,1991,160,100,113,168,6,4,2,1,0,0,505.66781882611900000000,10,2
6879,30,41,1-30-2017-041-03,3,2,266,466,184,1619,157,94,100,999,4,3,9,4,9,0,505.66781882611900000000,10,2
6880,30,42,1-30-2017-042-03,3,1,270,464,178,1290,152,97,98,160,4,2,2,1,0,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,266,455,182,1658,155,87,102,160,6,4,2,4,0,0,505.66781882623800000000,10,2
6916,30,44,1-30-2017-044-03,3,1,274,487,185,1602,157,99,114,154,4,3,2,1,0,0,524.15186877010900000000,10,2
6926,30,45,1-30-2017-045-10,10,1,310,514,169,1252,144,82,122,999,6,3,9,9,9,0,8571.68421813427000000000,10,2
6926,30,45,1-30-2017-045-10,10,2,262,477,177,1365,999,98,117,999,4,2,2,9,0,0,8571.68421813427000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,270,999,179,9999,999,999,999,999,6,3,9,9,0,0,2474.20687244211000000000,10,2
6969,30,47,1-30-2017-047-06,6,2,269,465,180,1564,152,98,98,999,4,3,9,9,9,0,2474.20687244211000000000,10,2
6998,30,49,1-30-2017-049-02,2,1,262,456,182,1531,158,92,102,999,4,2,2,1,0,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,368,581,200,2522,170,98,115,185,8,5,2,3,0,0,236.77260552681400000000,10,2
7035,30,50,1-30-2017-050-03,3,1,343,569,202,2188,173,101,125,999,8,5,9,9,9,0,836.82499597619600000000,10,2
7035,30,50,1-30-2017-050-03,3,2,277,486,183,1416,159,97,112,158,4,3,2,1,0,0,836.82499597619600000000,10,2
7077,30,51,1-30-2017-051-03,3,1,272,457,186,1971,157,84,101,999,6,4,9,9,9,0,1962.62456855814000000000,10,2
7077,30,51,1-30-2017-051-03,3,2,287,516,194,1822,168,103,126,160,6,4,2,1,0,1,1962.62456855814000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,269,465,180,1485,153,98,98,155,4,3,2,1,0,0,1653.59739057328000000000,10,2
7122,30,54,1-30-2017-054-02,2,1,270,999,178,9999,999,999,999,999,4,2,9,9,0,0,35.46946276391870000000,10,2
7181,30,55,1-30-2017-055-04,4,1,278,489,185,1528,999,999,999,152,4,2,2,1,0,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,297,490,186,1730,162,83,110,158,4,2,2,2,0,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,3,286,501,200,2146,170,96,119,999,6,4,9,9,9,0,5616.45073494707000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,264,429,178,1295,156,88,77,154,4,2,2,1,0,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,267,454,180,1356,151,96,91,158,4,2,2,1,0,0,1062.05087838150000000000,10,2
7327,30,57,1-30-2017-057-05,5,1,283,492,185,1400,159,97,112,999,6,3,2,1,0,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,268,461,180,1407,154,97,96,158,4,1,2,1,0,0,127.57237189256300000000,10,2
7337,30,59,1-30-2017-059-02,2,1,278,467,181,1729,153,83,106,999,4,2,9,9,9,0,65.73752356778530000000,10,2
7337,30,59,1-30-2017-059-02,2,2,290,485,185,1540,156,84,111,160,6,3,2,2,0,0,65.73752356778530000000,10,2
7396,30,61,1-30-2017-061-03,3,1,270,463,176,1300,153,91,102,154,4,2,2,1,0,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,272,470,173,1253,148,87,108,150,4,2,2,1,0,0,539.22936404511500000000,10,2
7451,30,62,1-30-2017-062-05,5,1,291,538,199,1722,164,108,139,999,8,5,9,9,9,0,152.15634478049000000000,10,2
7451,30,62,1-30-2017-062-05,5,2,278,484,180,1437,154,97,109,999,4,3,2,1,0,0,152.15634478049000000000,10,2
7452,30,63,1-30-2017-063-10,10,1,273,480,183,1569,155,98,109,999,6,3,9,9,9,0,14601.16619123070000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,278,482,180,1429,154,96,108,148,4,3,2,1,0,0,14601.16619123070000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,305,508,191,1797,162,92,110,164,6,4,2,2,0,0,5273.73069432622000000000,10,2
7612,30,65,1-30-2017-065-04,4,1,303,507,192,1671,162,93,111,999,6,4,9,9,9,0,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,264,451,176,1313,154,95,92,999,4,2,2,1,0,0,1466.95760247911000000000,10,2
7622,30,67,1-30-2017-067-04,4,1,262,444,170,1163,147,89,93,999,4,2,9,9,9,0,1466.95760247911000000000,10,2
7622,30,67,1-30-2017-067-04,4,2,285,487,185,1558,159,94,108,999,4,2,9,9,9,0,1466.95760247911000000000,10,2
7687,30,69,1-30-2017-069-04,4,1,289,489,183,1735,158,100,100,999,4,2,9,9,9,0,3380.74012815741000000000,10,2
7687,30,69,1-30-2017-069-04,4,2,270,446,175,1380,153,90,86,999,4,2,9,9,9,0,3380.74012815741000000000,10,2
7687,30,69,1-30-2017-069-04,4,3,278,487,183,1453,159,97,112,999,4,3,9,9,9,0,3380.74012815741000000000,10,2
7749,30,70,1-30-2017-070-02,2,1,302,511,200,2142,171,98,111,999,6,4,2,9,0,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,268,461,180,1407,154,97,96,150,4,2,2,1,0,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,3,269,454,184,1611,157,93,92,999,4,3,9,9,9,0,101.74563607327200000000,10,2
7741,30,71,1-30-2017-071-05,5,1,295,505,200,2527,167,96,114,999,8,6,2,4,0,0,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,2,348,564,203,2429,174,95,121,999,8,5,9,9,9,0,197.45088374437000000000,10,2
7803,30,72,1-30-2017-072-02,2,1,257,414,180,1287,158,83,74,152,4,2,2,1,0,0,95.95328383992720000000,10,2
7803,30,72,1-30-2017-072-02,2,2,261,450,172,1217,149,90,99,999,4,2,9,9,9,0,95.95328383992720000000,10,2
7856,30,73,1-30-2017-073-03,3,1,302,511,203,1990,174,100,108,190,6,4,2,2,0,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,247,437,169,1055,146,87,105,160,4,2,2,1,0,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,359,554,195,1817,999,92,107,999,8,6,2,9,0,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,4,286,479,184,1706,158,96,97,999,4,2,9,9,9,0,435.40505207481300000000,10,2
7864,30,75,1-30-2017-075-02,2,1,270,463,188,1244,156,89,104,156,4,2,2,1,0,0,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,280,484,183,1454,160,97,108,999,4,2,2,1,0,0,38.23505510878350000000,10,2
7911,30,76,1-30-2017-076-10,10,1,262,442,178,1530,154,86,94,158,4,2,2,4,0,0,20830.73511251550000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,268,460,180,1399,155,96,96,154,4,2,2,1,0,0,1794.30440355272000000000,10,2
8081,30,78,1-30-2017-078-07,7,1,273,480,183,1569,155,98,109,999,6,3,9,9,9,0,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,260,454,176,1255,152,94,100,148,4,2,2,1,0,0,2644.12219900419000000000,10,2
8082,30,79,1-30-2017-079-02,2,1,263,441,176,1423,152,88,90,158,4,2,2,1,0,0,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,2,368,584,203,2081,172,96,120,175,8,5,2,3,0,0,56.71609934376400000000,10,2
8172,30,80,1-30-2017-080-03,3,1,295,518,204,2408,173,103,120,185,8,5,2,2,0,0,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,2,355,574,202,2580,179,101,118,175,8,6,2,2,0,0,3001.76896990858000000000,10,2
8233,30,83,1-30-2017-083-02,2,1,999,999,200,9999,170,98,999,999,6,4,9,9,9,0,49.46202191702830000000,10,2
8233,30,83,1-30-2017-083-02,2,2,262,453,182,1499,156,92,99,999,4,2,9,9,9,0,49.46202191702830000000,10,2
8235,30,84,1-30-2017-084-09,9,2,296,505,201,2033,169,101,108,178,6,4,2,1,0,0,3117.58679036883000000000,10,2
8275,30,85,1-30-2017-085-04,4,1,999,999,203,9999,173,100,999,999,6,4,2,9,0,0,7165.23244737877000000000,10,2
8275,30,85,1-30-2017-085-04,4,2,281,463,190,1850,160,91,93,999,4,2,9,9,9,0,7165.23244737877000000000,10,2
8378,30,86,1-30-2017-086-04,4,1,262,456,182,1586,158,92,102,999,4,2,9,9,9,0,4013.78833145692000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,278,485,182,1467,158,99,108,150,4,3,2,1,0,0,4013.78833145692000000000,10,2
8379,30,87,1-30-2017-087-07,7,1,290,538,199,1900,162,108,140,999,8,5,9,9,9,0,4698.13567351607000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,365,571,202,2151,167,101,105,175,8,5,2,3,0,0,1381.56410226577000000000,10,2
8492,30,89,1-30-2017-089-02,2,1,281,503,185,1585,157,999,999,148,6,4,2,1,0,0,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,330,570,204,2740,175,103,137,185,8,6,2,3,0,0,52.52877316031450000000,10,2
8494,30,91,1-30-2017-091-05,5,1,260,454,176,1279,150,94,100,148,4,2,2,1,0,0,101.93904210989400000000,10,2
8494,30,91,1-30-2017-091-05,5,2,274,485,179,1443,151,999,999,999,4,2,9,9,9,0,101.93904210989400000000,10,2
8531,30,92,1-30-2017-092-09,9,1,247,442,170,1095,145,90,105,146,4,2,2,1,0,0,3888.49991142154000000000,10,2
8531,30,92,1-30-2017-092-09,9,2,279,480,188,1940,157,91,110,170,6,4,2,2,0,0,3888.49991142154000000000,10,2
8568,30,93,1-30-2017-093-05,5,1,237,417,159,872,137,83,97,138,4,1,2,1,0,0,214.96984617807500000000,10,2
8568,30,93,1-30-2017-093-05,5,2,272,482,184,1520,155,98,112,159,4,2,2,1,0,0,214.96984617807500000000,10,2
8569,30,94,1-30-2017-094-01,1,1,272,469,183,1760,157,93,104,158,6,3,2,1,0,0,296.47353154787200000000,10,2
8639,30,95,1-30-2017-095-05,5,1,278,485,199,1963,170,95,112,182,6,4,2,1,0,0,205.62948498335200000000,10,2
8639,30,95,1-30-2017-095-05,5,2,291,539,198,1722,162,108,140,168,8,5,2,2,0,0,205.62948498335200000000,10,2
8731,30,96,1-30-2017-096-09,9,1,312,520,173,1471,139,90,118,999,4,2,9,9,9,0,2664.29630240034000000000,10,2
8732,30,97,1-30-2017-097-04,4,1,999,999,999,9999,999,999,999,999,8,5,9,9,9,0,1433.51342997212000000000,10,2
8732,30,97,1-30-2017-097-04,4,2,270,463,184,1610,160,93,100,154,4,3,2,4,0,0,1433.51342997212000000000,10,2
8732,30,97,1-30-2017-097-04,4,3,260,454,176,1279,150,94,100,150,4,2,9,4,9,0,1433.51342997212000000000,10,2
8771,30,99,1-30-2017-099-03,3,2,266,456,185,1545,156,90,100,165,4,3,2,1,0,0,409.85423768637300000000,10,2
8819,30,101,1-30-2017-101-02,2,1,338,557,202,1876,167,101,118,172,8,5,2,2,0,0,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,255,400,170,1135,145,81,64,147,4,2,2,1,1,0,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,403,621,244,3225,182,97,121,185,8,7,2,3,1,1,61.32447502117920000000,10,2
8886,30,103,1-30-2017-103-04,4,1,285,484,192,1701,162,92,107,174,6,4,2,2,0,0,1473.08117807378000000000,10,2
