CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
7786,13,77,1-13-2017-077-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4705,776.49318467001800000000,7,2
7837,13,79,1-13-2017-079-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,4515,667.66011205087700000000,7,2
7838,13,80,1-13-2017-080-02,2,1,1,4,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,3399,51.90491220812200000000,7,2
7896,13,82,1-13-2017-082-05,5,2,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,95.65350164433570000000,7,2
7898,13,84,1-13-2017-084-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,9539,561.29261198903300000000,7,2
7956,13,87,1-13-2017-087-02,2,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,5069,77.01129182409220000000,7,2
7956,13,87,1-13-2017-087-02,2,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1738,77.01129182409220000000,7,2
8011,13,90,1-13-2017-090-02,2,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,8760,94.39185999345290000000,7,2
8080,13,93,1-13-2017-093-04,4,2,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,3656.31496346705000000000,7,2
8163,13,96,1-13-2017-096-07,7,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,3075.03868742692000000000,7,2
8213,13,97,1-13-2017-097-07,7,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,2231.50714696432000000000,7,2
8214,13,98,1-13-2017-098-03,3,1,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,8694,615.70131977854700000000,7,2
8265,13,102,1-13-2017-102-02,2,1,1,4,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,4298,49.89282740340760000000,7,2
8265,13,102,1-13-2017-102-02,2,2,1,3,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,8327,49.89282740340760000000,7,2
8290,13,103,1-13-2017-103-03,3,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,9344,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,4,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,8233,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,5,1,3,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,641.77838507364300000000,7,2
8363,13,104,1-13-2017-104-09,9,2,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,1254,6105.03613816709000000000,7,2
8364,13,105,1-13-2017-105-04,4,3,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,4208,3707.61002789913000000000,7,2
8423,13,107,1-13-2017-107-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,1289,588.49684969609700000000,7,2
8458,13,109,1-13-2017-109-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,27836,588.49684970036100000000,7,2
8512,13,111,1-13-2017-111-05,5,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,182.88461022193300000000,7,2
8513,13,112,1-13-2017-112-02,2,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,3791,83.42930842796530000000,7,2
8721,13,118,1-13-2017-118-06,6,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,20094,2171.89936547399000000000,7,2
8723,13,120,1-13-2017-120-05,5,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,35199,190.83607124417300000000,7,2
8815,13,121,1-13-2017-121-04,4,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,8748,5139.79718527359000000000,7,2
8817,13,123,1-13-2017-123-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,861,5139.79718527359000000000,7,2
8868,13,124,1-13-2017-124-02,2,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,8753,267.37496785385700000000,7,2
8962,13,125,1-13-2017-125-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,7607,1036.63662966674000000000,7,2
8956,13,127,1-13-2017-127-01,1,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,243.63881520503200000000,7,2
8956,13,127,1-13-2017-127-01,1,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,12648,243.63881520503200000000,7,2
9014,13,128,1-13-2017-128-02,2,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,192.70173398915500000000,7,2
6176,14,2,1-14-2017-002-06,6,2,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,584.84579035510000000000,8,2
6222,14,4,1-14-2017-004-10,10,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,33703,5496.44877828333000000000,8,2
6222,14,4,1-14-2017-004-10,10,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,19481,5496.44877828333000000000,8,2
6223,14,5,1-14-2017-005-06,6,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,2850.08274068618000000000,8,2
6293,14,6,1-14-2017-006-02,2,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,11378,377.19204933004900000000,8,2
6293,14,6,1-14-2017-006-02,2,2,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,5209,377.19204933004900000000,8,2
6293,14,6,1-14-2017-006-02,2,3,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,377.19204933004900000000,8,2
6340,14,7,1-14-2017-007-08,8,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1502.31800595479000000000,8,2
6462,14,10,1-14-2017-010-07,7,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7292,2445.71364449741000000000,8,2
6477,14,11,1-14-2017-011-02,2,2,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,5092,309.96875591204000000000,8,2
6565,14,13,1-14-2017-013-05,5,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,17949,540.04155425690800000000,8,2
6565,14,13,1-14-2017-013-05,5,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,10894,540.04155425690800000000,8,2
6571,14,14,1-14-2017-014-01,1,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,473.93014835835700000000,8,2
6618,14,15,1-14-2017-015-03,3,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7697,1955.82995505533000000000,8,2
6658,14,16,1-14-2017-016-03,3,1,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,5977,1619.89588426773000000000,8,2
6658,14,16,1-14-2017-016-03,3,2,1,3,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,5018,1619.89588426773000000000,8,2
6739,14,18,1-14-2017-018-04,4,3,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,7424,6663.40998454130000000000,8,2
6781,14,19,1-14-2017-019-02,2,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,1320,288.74114917590600000000,8,2
6823,14,20,1-14-2017-020-02,2,1,1,4,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,358.19383091797000000000,8,2
6823,14,20,1-14-2017-020-02,2,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,2824,358.19383091797000000000,8,2
6862,14,21,1-14-2017-021-07,7,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,8989,13075.49209272280000000000,8,2
6862,14,21,1-14-2017-021-07,7,2,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,2,99998,13075.49209272280000000000,8,2
6900,14,22,1-14-2017-022-03,3,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7140,4315.48660951168000000000,8,2
6936,14,23,1-14-2017-023-02,2,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4405,310.24729344789100000000,8,2
7015,14,24,1-14-2017-024-02,2,2,1,3,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4834,621.76106225410500000000,8,2
7111,14,26,1-14-2017-026-05,5,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,10453,376.25371089808100000000,8,2
7161,14,28,1-14-2017-028-02,2,2,1,5,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5319,299.17107424882100000000,8,2
7209,14,29,1-14-2017-029-07,7,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,5839.57216860709000000000,8,2
7210,14,30,1-14-2017-030-07,7,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4031,5839.57216860709000000000,8,2
7272,14,31,1-14-2017-031-04,4,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4551,16228.30907686420000000000,8,2
7333,14,33,1-14-2017-033-07,7,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,2666.64479275074000000000,8,2
7360,14,34,1-14-2017-034-03,3,2,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,794,1996.18806368653000000000,8,2
7424,14,35,1-14-2017-035-02,2,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,217.19889189633500000000,8,2
7424,14,35,1-14-2017-035-02,2,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7343,217.19889189633500000000,8,2
7425,14,36,1-14-2017-036-03,3,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3370,2580.54684703660000000000,8,2
7594,14,38,1-14-2017-038-02,2,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7186,271.80530537009800000000,8,2
7594,14,38,1-14-2017-038-02,2,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8025,271.80530537009800000000,8,2
7584,14,39,1-14-2017-039-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1496,3229.32735824175000000000,8,2
7714,14,41,1-14-2017-041-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6633,4768.01422503003000000000,8,2
7714,14,41,1-14-2017-041-06,6,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,44377,4768.01422503003000000000,8,2
7715,14,42,1-14-2017-042-02,2,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,267,216.31812574293200000000,8,2
7830,14,45,1-14-2017-045-05,5,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,15889,331.76574405665300000000,8,2
7886,14,46,1-14-2017-046-02,2,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,300.38967596816900000000,8,2
7939,14,48,1-14-2017-048-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,14011,915.91059954895700000000,8,2
7990,14,50,1-14-2017-050-03,3,1,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,2,99998,3413.53071152178000000000,8,2
7990,14,50,1-14-2017-050-03,3,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,4278,3413.53071152178000000000,8,2
8055,14,51,1-14-2017-051-03,3,2,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6266,824.29045383351600000000,8,2
8164,14,54,1-14-2017-054-10,10,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6755,8090.10027237410000000000,8,2
8217,14,57,1-14-2017-057-04,4,2,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,3346.37011838810000000000,8,2
8260,14,58,1-14-2017-058-04,4,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,2649,11935.49762595350000000000,8,2
8350,14,59,1-14-2017-059-04,4,1,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,1263,2823.31395353237000000000,8,2
8626,14,64,1-14-2017-064-07,7,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,6308,1200.04341760471000000000,8,2
8627,14,65,1-14-2017-065-07,7,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,13512,1200.04341760471000000000,8,2
8767,14,67,1-14-2017-067-02,2,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,6299,382.61972314876800000000,8,2
8767,14,67,1-14-2017-067-02,2,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,6238,382.61972314876800000000,8,2
8869,14,69,1-14-2017-069-07,7,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,7011.71703689729000000000,8,2
8869,14,69,1-14-2017-069-07,7,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,7011.71703689729000000000,8,2
8987,14,72,1-14-2017-072-01,1,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,373.57530264623700000000,8,2
9062,14,74,1-14-2017-074-04,4,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 18.0.2,1,3720,282.61865040089800000000,8,2
6209,15,2,1-15-2017-002-02,2,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,7731,34.01448553765580000000,1,2
6267,15,4,1-15-2017-004-09,9,3,1,4,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1694.46620873361000000000,1,2
6268,15,5,1-15-2017-005-03,3,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,1821,293.70050024011100000000,1,2
6328,15,6,1-15-2017-006-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,677.24894055044300000000,1,2
6456,15,9,1-15-2017-009-03,3,1,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,657.51132098465000000000,1,2
6550,15,11,1-15-2017-011-02,2,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,614,59.52783738415900000000,1,2
6833,15,20,1-15-2017-020-03,3,1,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,4877,375.42663400268000000000,1,2
6833,15,20,1-15-2017-020-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,1847,375.42663400268000000000,1,2
6922,15,22,1-15-2017-022-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,2498,3123.51012967514000000000,1,2
6959,15,23,1-15-2017-023-03,3,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7443,957.00588561080100000000,1,2
7037,15,26,1-15-2017-026-02,2,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,151,75.79120972874810000000,1,2
7236,15,32,1-15-2017-032-03,3,1,1,5,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1916,503.30813987989800000000,1,2
7236,15,32,1-15-2017-032-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5042,503.30813987989800000000,1,2
7286,15,34,1-15-2017-034-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,11272,721.03095526330900000000,1,2
7339,15,38,1-15-2017-038-03,3,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,361.34448870626200000000,1,2
7387,15,39,1-15-2017-039-06,6,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,19946,311.09421295996900000000,1,2
7393,15,43,1-15-2017-043-02,2,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,12.50099393235700000000,1,2
7562,15,47,1-15-2017-047-03,3,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3195,774.69361884584400000000,1,2
7615,15,49,1-15-2017-049-02,2,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5597,24.54734966064470000000,1,2
7685,15,53,1-15-2017-053-02,2,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7820,11.53676591472070000000,1,2
7745,15,57,1-15-2017-057-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1997,320.25823357408600000000,1,2
7745,15,57,1-15-2017-057-03,3,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5061,320.25823357408600000000,1,2
7801,15,62,1-15-2017-062-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3155,134.92024387811600000000,1,2
7910,15,68,1-15-2017-068-03,3,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,2041,311.61917997116500000000,1,2
7969,15,70,1-15-2017-070-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1793,270.28161021164900000000,1,2
8020,15,73,1-15-2017-073-02,2,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1889,48.06609229038210000000,1,2
8090,15,74,1-15-2017-074-02,2,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,4390,29.18786813971540000000,1,2
8178,15,80,1-15-2017-080-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,2220,118.95607927728000000000,1,2
8179,15,81,1-15-2017-081-02,2,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,1746,11.53676591472070000000,1,2
8180,15,82,1-15-2017-082-04,4,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,3487,376.35875875857200000000,1,2
8224,15,83,1-15-2017-083-03,3,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,794,451.34284302826000000000,1,2
8280,15,85,1-15-2017-085-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,7629,225.61669606715800000000,1,2
8444,15,92,1-15-2017-092-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,13662,430.80073115992800000000,1,2
8449,15,96,1-15-2017-096-02,2,3,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,3975,33.57529385300520000000,1,2
8586,15,101,1-15-2017-101-02,2,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,3970,63.62414804291770000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,4,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,139.12018182921500000000,1,2
8773,15,107,1-15-2017-107-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,1401,813.78665224624900000000,1,2
8981,15,117,1-15-2017-117-07,7,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,17207,759.05931469325800000000,1,2
6104,16,3,1-16-2017-003-05,5,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,10448,51.01138574682890000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,4,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,3580,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,19180,40.01506231207130000000,5,2
6237,16,8,1-16-2017-008-07,7,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,700.60866870615300000000,5,2
6237,16,8,1-16-2017-008-07,7,2,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,700.60866870615300000000,5,2
6303,16,9,1-16-2017-009-05,5,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,940,141.91999980010600000000,5,2
6304,16,10,1-16-2017-010-02,2,1,1,1,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,5926,61.04284349446160000000,5,2
6349,16,11,1-16-2017-011-02,2,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,3797,23.54765987378520000000,5,2
6350,16,12,1-16-2017-012-07,7,1,1,2,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,12728,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,5,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,99998,1097.79923031420000000000,5,2
6387,16,14,1-16-2017-014-06,6,3,1,1,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,99998,402.49050103381300000000,5,2
6432,16,15,1-16-2017-015-07,7,1,1,2,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,9778,734.99871946186600000000,5,2
6443,16,17,1-16-2017-017-03,3,3,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,215.08430158173300000000,5,2
6486,16,18,1-16-2017-018-05,5,1,1,3,Crash Data Retrieval Tool 17.1,Crash Data Retrieval Tool 18.0.2,1,99998,104.05714578876500000000,5,2
6487,16,19,1-16-2017-019-07,7,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,2700,2086.59532955070000000000,5,2
6487,16,19,1-16-2017-019-07,7,2,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,2086.59532955070000000000,5,2
6606,16,24,1-16-2017-024-02,2,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,2912,33.68808999589450000000,5,2
6631,16,25,1-16-2017-025-02,2,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,5522,47.77282819979670000000,5,2
6716,16,29,1-16-2017-029-04,4,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,2622.78984691832000000000,5,2
6883,16,34,1-16-2017-034-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4892,1494.08520176857000000000,5,2
6908,16,35,1-16-2017-035-04,4,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,8120,14605.27882648470000000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,4,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,986.06523961507900000000,5,2
6985,16,38,1-16-2017-038-02,2,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,2164,93.33952445517990000000,5,2
6985,16,38,1-16-2017-038-02,2,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,132,93.33952445517990000000,5,2
7062,16,40,1-16-2017-040-05,5,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,43.90326223982030000000,5,2
7086,16,42,1-16-2017-042-07,7,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7640,880.36569952568900000000,5,2
7116,16,43,1-16-2017-043-03,3,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5080,957.10878992152000000000,5,2
7165,16,44,1-16-2017-044-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,2608,406.54415384419700000000,5,2
7165,16,44,1-16-2017-044-04,4,2,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,406.54415384419700000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1,3,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,6310,234.69502727420400000000,5,2
7273,16,49,1-16-2017-049-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4446,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,3067.09838689603000000000,5,2
7426,16,54,1-16-2017-054-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8460,168.32205062365500000000,5,2
7530,16,56,1-16-2017-056-05,5,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,18993,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3753,1086.81269314683000000000,5,2
